Feature_ID,mz,RTmin,RT,RTmax,Height,Area,Estimated noise,S/N,Sharpness,Gaussian similarity,Ideal slope,Symmetry
F2180,78.03466,0.652,2.084,2.603,18010,705766,1.0,18010.2,21.812,0.709,1.0,0.5
F2181,122.02435,1.738,2.084,2.43,17889,590927,5823.7,1.57211,16.233,0.658,0.994,0.375
F2182,126.02783,0.997,2.084,2.43,19590,891439,6548.448,2.99154,14.892,0.631,0.999,0.366
F2183,140.03514,1.738,2.084,2.344,11013,317861,1.0,6370.082,9.358,0.612,0.991,0.426
F2184,141.0192,1.825,2.084,2.517,81982,2552046,13355.24,3.06735,32.762,0.574,0.945,0.327
F2185,146.04563,1.565,2.084,2.43,44511,1492607,4763.603,6.61049,35.242,0.883,0.988,0.999
F2186,163.06097,1.652,2.084,2.603,50104,1803069,4209.476,7.74519,35.711,0.903,1.0,0.999
F2187,174.0405,1.738,2.084,2.517,73219,2012176,4060.69,14.13939,45.376,0.523,0.982,0.667
F2188,185.04528,1.083,2.084,2.344,468166,15840090,21422.18,21.85429,87.908,0.771,1.0,0.334
F2189,221.02996,1.825,2.084,3.519,507430,16098974,10886.48,43.82053,137.144,0.854,0.995,0.5
F2190,222.03329,1.825,2.084,2.603,47713,1349867,9608.939,3.69708,39.575,0.879,0.994,0.667
F2191,230.03419,1.825,2.084,2.517,23463,751602,2262.468,5.9285,22.841,0.626,0.995,0.5
F2192,255.05061,0.911,2.084,2.43,129593,4457167,37778.68,3.43033,51.967,0.849,1.0,0.5
F2193,260.04199,0.911,2.084,2.43,17478,898740,2333.564,7.48965,12.077,0.775,0.993,0.366
F2194,261.07276,0.307,2.084,2.43,30379,1161118,31244.11,0.97231,28.124,0.762,1.0,0.218
F2195,281.08716,1.738,2.084,2.43,38544,1162343,16571.99,1.53717,27.698,0.743,0.976,0.244
F2196,282.0842,0.652,2.084,2.517,19645,803443,6398.776,3.07014,28.707,0.675,0.997,0.196
F2197,283.02604,1.289,2.084,2.517,19364,555012,5613.207,3.44978,26.559,0.767,0.998,0.429
F2198,297.11841,1.652,2.084,2.517,69521,2001470,37143.66,1.67046,53.649,0.761,0.966,0.327
F2199,304.94332,1.479,2.084,3.122,5341,179575,1784.144,2.99335,16.324,0.78,1.0,0.6
F2200,322.04381,1.17,2.084,2.603,40785,1318741,10680.7,3.81855,35.49,0.661,0.999,0.417
F2201,328.07831,1.652,2.084,2.43,13435,451809,15134.4,0.44902,30.287,0.515,0.987,0.213
F2202,337.07697,1.825,2.084,2.517,89404,2264128,35610.05,2.11518,61.959,0.546,0.981,0.327
F2203,340.01155,0.652,2.084,3.399,21538,715598,3845.754,5.60035,35.041,0.907,1.0,0.572
F2204,346.05526,0.221,2.084,2.344,213816,6880982,3847.693,55.56991,68.055,0.659,0.944,0.874
F2205,395.08553,0.221,2.084,2.863,68883,2599686,27498.1,2.505,31.712,0.729,0.943,0.544
F2206,405.13936,0.221,2.084,2.517,239489,7463056,60126.29,3.9831,85.793,0.791,0.978,0.366
F2207,415.03027,0.221,2.084,2.517,10824,543791,4866.98,2.22392,12.769,0.726,0.994,0.213
F2208,425.0959,0.393,2.084,2.517,42237,1544896,21780.95,1.93918,28.113,0.651,0.993,0.327
F2209,426.06791,1.825,2.084,2.863,12987,555798,14985.17,0.59572,16.096,0.515,0.998,0.109
F2210,441.0237,0.032,2.084,3.296,14838,926746,2946.253,5.03624,16.8,0.651,0.961,0.461
F2211,503.16058,1.652,2.084,2.517,123575,3668695,27000.73,3.99996,54.122,0.768,0.999,0.749
F2212,605.19217,1.738,2.084,2.517,44534,1213796,19865.27,1.91973,32.629,0.548,0.956,0.327
F2213,643.1711,1.652,2.084,2.69,56418,1830309,20423.05,2.41901,31.491,0.696,0.993,0.488
F2214,703.11923,0.135,2.084,2.863,9638,639069,3680.174,2.61886,8.378,0.956,0.967,0.871
F2215,741.13814,1.738,2.084,3.399,50195,2123328,9938.279,4.59769,24.526,0.852,0.975,0.855
F2216,781.22393,1.652,2.084,2.517,59578,1451820,17861.23,3.26618,55.161,0.803,0.996,0.75
F2217,815.10277,0.48,2.084,3.312,100823,5089952,19637.93,5.13408,41.18,0.84,1.0,0.75
F2218,816.10521,0.048,2.084,2.949,32384,1660106,13799.57,2.34673,26.005,0.691,0.991,0.611
F2219,817.10475,0.032,2.084,3.502,16826,1016351,7439.975,2.26159,17.531,0.901,0.979,0.819
F2220,823.11487,0.566,2.084,2.344,1073,37227,2826.047,0.37974,11.627,0.929,0.979,0.808
F2221,839.0746,1.825,2.084,2.603,1848,58283,1.0,1184.131,10.567,0.631,0.962,0.747
F2222,853.05571,1.186,2.084,4.105,5736,288884,1.0,5735.788,8.418,0.931,0.96,0.889
F2223,855.06029,0.221,2.084,3.932,3256,131709,1.0,3255.687,6.964,0.759,0.974,0.556
F2224,888.16517,1.738,2.084,3.415,4849,157731,1311.905,3.69584,12.713,0.795,1.0,0.5
F2225,893.16685,0.997,2.084,3.415,43534,2264156,5807.325,7.49636,24.237,0.736,0.996,0.544
F2226,894.16979,0.032,2.084,3.415,17859,949864,4719.231,3.78437,18.22,0.707,0.962,0.653
F2227,951.02343,0.135,2.084,3.399,6912,355116,1402.331,4.92895,11.951,0.623,0.974,0.432
F2228,965.26083,1.738,2.084,3.312,12146,361313,6370.771,1.90649,23.731,0.836,1.0,0.2
F2229,972.23857,1.825,2.084,2.777,2779,67956,1960.769,1.41734,14.685,0.935,1.0,0.749
F2230,988.14943,1.652,2.084,3.122,1730,49710,1.0,1730.064,11.835,0.812,1.0,0.6
F2231,989.31775,1.652,2.084,2.517,11751,339490,4215.986,2.5702,30.117,0.856,1.0,0.999
F2232,992.13537,0.825,2.084,3.312,9750,470455,1.0,9750.326,11.361,0.849,0.983,0.774
F2233,995.30361,1.738,2.084,3.519,4365,121633,4912.077,0.88858,20.732,0.756,1.0,0.333
F2234,1028.26975,1.825,2.084,3.122,3811,88953,3550.552,1.07343,21.827,0.832,1.0,0.749
F2235,1069.19603,0.911,2.084,2.949,6967,384565,3633.75,1.91723,15.643,0.915,0.999,0.666
F2236,1070.20157,1.652,2.084,3.209,3923,113411,970.624,4.04154,12.185,0.954,0.998,0.599
F2237,1087.28654,0.738,2.084,3.296,17751,955537,6826.41,2.60029,23.289,0.603,0.93,0.146
F2238,1151.36841,1.652,2.084,3.122,10427,271905,3265.477,3.19311,24.871,0.832,1.0,0.75
F2239,1152.37167,1.652,2.084,3.122,4702,118178,2551.969,1.84252,22.322,0.832,1.0,0.999
F2240,1207.32452,1.825,2.084,3.122,16213,386337,2679.537,6.05061,32.518,0.836,0.99,0.667
F2241,1208.32545,1.825,2.084,2.949,7861,183871,1833.966,4.28622,23.795,0.949,1.0,0.667
F2242,1221.33763,1.825,2.084,3.605,7332,200222,2934.766,2.49825,20.798,0.662,0.86,0.488
F2243,1249.33821,0.307,2.084,3.209,15482,703711,2069.073,7.48243,21.913,0.651,0.922,0.355
F2244,1313.42104,1.652,2.084,3.122,6072,150447,2000.407,3.03518,20.927,0.88,0.986,0.999
F2245,1383.355,1.825,2.084,2.949,6500,151083,1054.637,6.16366,20.313,0.896,1.0,0.667
F2246,1411.39136,1.738,2.084,3.828,12352,371996,909.184,13.5853,21.244,0.688,0.935,0.611
F2247,1475.47652,1.652,2.084,3.036,3624,94607,1225.877,2.95643,17.681,0.843,1.0,0.999
F2248,83.04994,1.738,2.171,2.43,15302,547086,2728.211,2.27715,9.044,0.555,0.992,0.218
F2249,88.04752,1.738,2.171,2.517,62306,2203987,1.0,32970.75,14.829,0.761,0.993,0.445
F2250,125.02425,1.083,2.171,2.43,126303,5893655,10207.89,12.31895,36.888,0.703,1.0,0.375
F2251,137.02418,1.17,2.171,2.43,36647,2209031,10976.98,3.30523,22.094,0.822,0.985,0.796
F2252,198.04041,1.738,2.171,2.43,16047,504056,3891.154,2.47165,14.005,0.708,0.991,0.218
F2253,230.06664,1.17,2.171,2.517,45028,2271169,13985.85,3.21954,29.833,0.648,0.997,0.334
F2254,248.04099,1.738,2.171,2.43,27531,820725,4173.878,4.63508,14.006,0.723,0.971,0.747
F2255,249.00725,1.17,2.171,2.949,330796,13314479,20436.61,16.13617,97.744,0.705,1.0,0.445
F2256,250.01042,1.652,2.171,3.122,34604,1190140,2741.827,12.38878,34.043,0.859,1.0,0.75
F2257,262.05651,1.738,2.171,2.603,47928,1917421,14575.74,2.0108,25.136,0.536,0.98,0.289
F2258,272.0881,1.565,2.171,2.517,12609,486254,7764.708,0.96735,24.938,0.87,1.0,0.667
F2259,301.04228,1.825,2.171,2.603,37433,976333,14796.0,2.46337,43.742,0.759,0.99,0.75
F2260,323.02814,1.825,2.171,2.949,142962,5294404,3630.348,35.16001,60.369,0.853,0.978,0.5
F2261,324.03199,1.738,2.171,2.863,19884,870151,2155.07,5.93169,20.598,0.848,1.0,0.556
F2262,325.03373,1.738,2.171,2.863,17186,753500,5983.133,1.86551,18.377,0.763,0.984,0.334
F2263,339.03497,1.738,2.171,2.517,28594,1008408,3727.02,3.60693,22.902,0.542,0.976,0.295
F2264,341.03089,1.17,2.171,2.43,26396,1197851,9846.331,2.68075,14.767,0.52,1.0,0.218
F2265,353.03687,0.652,2.171,2.777,45102,1354515,5245.166,8.5988,35.28,0.807,0.994,0.334
F2266,360.06025,1.911,2.171,2.43,14549,429669,3439.176,0.78846,24.441,0.712,0.985,0.572
F2267,360.11354,1.738,2.171,2.517,20901,603024,24169.65,0.70989,26.374,0.684,0.999,0.32
F2268,382.0433,0.911,2.171,2.517,9583,457667,3277.289,2.92411,8.396,0.809,0.997,0.5
F2269,435.07986,1.738,2.171,2.69,73896,2228588,24784.64,2.75738,32.929,0.726,0.997,0.445
F2270,449.1656,0.738,2.171,2.43,89192,2537863,59865.92,1.48986,41.712,0.643,1.0,0.366
F2271,453.05454,1.825,2.171,3.312,22242,910801,4931.17,4.39706,18.564,0.848,0.986,0.982
F2272,488.96343,1.083,2.171,3.312,1506,35320,1.0,1505.642,10.818,0.813,1.0,0.75
F2273,541.10372,1.825,2.171,3.415,526735,17767328,20306.61,25.19013,129.722,0.772,1.0,0.6
F2274,542.10683,1.825,2.171,3.122,113772,3657079,16797.5,6.77313,58.589,0.755,1.0,0.5
F2275,585.13217,0.997,2.171,3.209,14954,1167393,11303.93,1.32291,14.324,0.608,0.954,0.379
F2276,639.07076,1.825,2.171,3.296,282792,9255537,9627.641,28.62602,93.386,0.613,0.948,0.556
F2277,640.07385,1.825,2.171,3.932,66371,2252796,17517.87,3.78877,44.169,0.643,0.938,0.544
F2278,641.07312,1.825,2.171,2.863,27099,950669,8507.556,2.6757,24.511,0.972,1.0,0.6
F2279,661.05133,1.738,2.171,3.296,16113,652113,6923.748,2.23683,21.921,0.523,0.97,0.82
F2280,663.0305,0.652,2.171,3.708,8225,369040,726.81,11.31652,19.451,0.639,1.0,0.572
F2281,677.02437,1.825,2.171,3.915,14808,439714,1.0,14808.19,23.131,0.888,1.0,0.801
F2282,717.13535,1.738,2.171,3.209,189698,7463634,14106.3,12.04378,67.402,0.835,0.993,0.436
F2283,718.13867,1.738,2.171,3.209,55447,2211381,14074.07,3.52389,32.217,0.736,0.977,0.436
F2284,747.17142,0.221,2.171,2.43,10042,515643,10827.53,0.92749,15.603,0.848,0.891,0.762
F2285,774.99065,1.911,2.171,3.209,9671,296410,1.0,9670.897,17.149,0.74,1.0,0.75
F2286,776.99083,1.911,2.171,3.708,2864,78670,1512.419,1.8935,12.356,0.531,0.977,0.393
F2287,833.24168,1.825,2.171,2.603,50351,1245408,8708.824,5.58207,45.063,0.8,0.989,0.75
F2288,837.08444,1.911,2.171,3.605,5296,189522,1.0,5296.175,11.748,0.588,0.983,0.5
F2289,865.13566,1.652,2.171,3.312,5831,195607,2027.462,2.87576,14.841,0.829,0.997,0.91
F2290,953.18928,1.825,2.171,3.932,5651,147360,3578.624,1.57918,16.338,0.629,0.974,0.295
F2291,969.16516,1.825,2.171,3.312,3927,98987,1926.255,2.03846,15.234,0.931,1.0,0.6
F2292,1260.24643,1.738,2.171,3.415,7436,397034,2421.814,3.07055,13.154,0.706,0.933,0.9
F2293,1357.20656,1.911,2.171,2.777,4813,153885,894.791,4.62103,13.068,0.647,0.973,0.626
F2294,68.02506,1.911,2.257,3.622,6012,162119,1126.609,5.33653,16.827,0.984,0.954,0.75
F2295,96.02026,1.825,2.257,3.725,86997,2118889,1.0,86996.53,64.369,0.792,0.995,0.3
F2296,98.06113,1.825,2.257,2.603,9676,316669,1.0,7817.768,13.521,0.882,0.994,0.75
F2297,100.04032,1.652,2.257,2.603,52271,1884462,1.0,41202.0,27.111,0.75,0.998,0.196
F2298,124.01523,1.825,2.257,3.036,483737,11822745,7623.008,62.33397,166.873,0.896,0.989,0.75
F2299,142.051,1.738,2.257,2.603,96926,2926451,4694.977,18.50461,53.84,0.833,1.0,0.75
F2300,160.06148,1.911,2.257,2.949,43705,1781788,9201.656,3.50976,19.873,0.896,1.0,0.8
F2301,167.0218,1.825,2.257,3.036,5328386,127239733,26874.0,196.3544,571.773,0.853,0.994,0.75
F2302,168.02431,1.825,2.257,3.122,317205,8087658,6229.407,49.24107,128.036,0.716,0.993,0.75
F2303,175.0249,1.825,2.257,2.69,212698,8658665,18251.48,5.46342,30.152,0.919,1.0,0.75
F2304,203.01981,1.825,2.257,3.519,462120,20340503,30285.97,13.7807,101.052,0.736,0.998,0.429
F2305,204.02315,1.825,2.257,3.036,42309,1676032,3921.117,8.36985,30.441,0.782,0.992,0.333
F2306,246.06176,1.738,2.257,2.517,38801,1341155,12988.8,2.0151,20.53,0.577,0.993,0.089
F2307,251.07695,1.825,2.257,2.69,30700,1119655,22248.55,1.00493,25.527,0.671,0.952,0.983
F2308,264.98852,1.825,2.257,3.415,814044,20315018,29064.63,27.92768,203.43,0.85,0.983,0.75
F2309,265.991,1.825,2.257,3.036,52972,1310436,3792.223,13.96846,55.252,0.89,0.996,0.75
F2310,266.98409,1.825,2.257,2.69,60514,1561658,7545.216,7.5048,52.317,0.743,0.99,0.5
F2311,268.0487,0.652,2.257,2.603,17791,824158,2833.798,6.27826,18.418,0.848,1.0,0.393
F2312,271.04498,1.738,2.257,2.344,25825,765757,11108.6,0.97508,10.637,0.68,1.0,0.218
F2313,274.09281,1.652,2.257,2.949,45911,2036808,12790.84,3.38256,20.812,0.804,0.998,0.778
F2314,286.9701,0.911,2.257,2.949,57479,1510267,9800.127,5.86515,55.016,0.753,0.995,0.334
F2315,302.94348,1.825,2.257,3.312,26035,633900,4608.885,5.64892,26.462,0.712,0.992,0.445
F2316,335.04964,0.032,2.257,2.69,1083498,26830766,6113.673,177.2253,249.075,0.802,1.0,0.75
F2317,336.0523,0.825,2.257,2.603,134983,3753627,5987.08,22.54572,84.631,0.799,0.987,0.75
F2318,344.02946,1.825,2.257,2.517,18227,607774,4024.549,2.2953,12.519,0.521,0.971,0.196
F2319,347.1205,1.738,2.257,2.863,87316,2658921,16368.3,4.91572,48.908,0.648,0.998,0.393
F2320,348.12396,1.738,2.257,2.603,16330,508506,18236.49,0.81732,21.876,0.592,1.0,0.268
F2321,348.94049,0.997,2.257,3.725,4484,103721,1.0,4484.248,14.926,0.879,0.984,0.6
F2322,354.06858,1.825,2.257,2.603,34159,982318,28617.22,1.01862,30.562,0.672,0.996,0.179
F2323,357.0306,0.032,2.257,2.603,25983,907949,4504.266,5.76847,28.316,0.95,0.99,1.0
F2324,361.05819,1.911,2.257,3.036,21235,963149,3245.71,6.02626,16.232,0.66,0.992,0.546
F2325,371.04786,1.825,2.257,2.863,75805,1865321,5167.02,14.4777,61.075,0.761,0.989,0.375
F2326,372.05371,0.48,2.257,3.296,24530,1365599,5284.759,4.64168,24.532,0.657,0.959,0.5
F2327,373.00516,0.032,2.257,2.949,14814,552699,5756.01,2.5736,20.501,0.761,0.979,0.44
F2328,381.02928,1.911,2.257,2.603,26353,707657,2711.703,7.80683,25.849,0.686,0.953,0.3
F2329,383.00546,0.393,2.257,2.69,11556,285200,3661.517,3.15603,23.548,0.67,0.976,0.295
F2330,397.00281,1.911,2.257,3.122,13896,468346,3282.527,3.69886,18.226,0.644,0.995,0.268
F2331,400.9026,1.825,2.257,3.828,22110,526112,3468.86,6.37372,32.442,0.796,0.997,0.295
F2332,411.95891,0.738,2.257,3.828,11298,252471,1214.663,9.30169,23.012,0.882,1.0,1.0
F2333,422.89324,1.392,2.257,3.399,1948,45500,1.0,1948.352,14.096,0.865,1.0,0.75
F2334,458.11605,0.652,2.257,2.69,73635,2353895,17201.27,4.28079,51.333,0.778,1.0,0.3
F2335,470.96387,0.652,2.257,3.812,14436,328862,6358.953,2.27019,20.258,0.598,0.984,0.875
F2336,491.05647,1.825,2.257,2.69,48409,1178044,5861.598,7.98046,47.299,0.752,0.989,0.75
F2337,494.96191,1.911,2.257,3.932,9186,211192,5779.885,1.58929,22.968,0.841,0.974,0.5
F2338,543.05514,1.738,2.257,3.036,33792,1128249,12976.23,2.44831,41.333,0.744,0.972,0.295
F2339,571.152,1.738,2.257,2.603,26364,748613,13356.93,1.78193,26.058,0.59,0.951,0.196
F2340,590.91996,1.17,2.257,3.415,4030,104723,1.0,4030.486,14.098,0.851,1.0,1.0
F2341,669.01691,0.911,2.257,3.605,3903,98905,1530.561,2.55001,14.685,0.853,1.0,1.0
F2342,760.99757,0.825,2.257,3.605,3709,106261,1.0,3709.053,8.64,0.75,0.995,0.715
F2343,761.10271,1.186,2.257,3.812,1973,46648,2110.208,0.93478,16.563,0.627,1.0,0.5
F2344,775.99769,1.998,2.257,3.209,2303,56571,1.0,2302.64,11.133,0.87,1.0,1.0
F2345,796.96966,1.652,2.257,3.502,1843,45562,1.0,1843.014,9.102,0.948,1.0,1.0
F2346,851.08685,1.998,2.257,3.708,1413,35364,1.0,1412.579,8.409,0.805,1.0,0.429
F2347,907.18359,1.911,2.257,2.603,107913,3291198,4683.195,17.18649,44.269,0.841,1.0,0.667
F2348,913.19571,1.825,2.257,2.603,11418,296448,4324.445,2.29598,22.638,0.716,1.0,1.0
F2349,1005.15051,1.911,2.257,2.69,58330,1969279,2157.706,16.12617,34.022,0.832,1.0,1.0
F2350,1006.15462,1.911,2.257,2.603,22008,696853,1673.119,7.36855,18.625,0.702,0.954,0.6
F2351,1083.21544,1.825,2.257,2.69,51567,1932103,3420.295,10.11872,24.806,0.759,1.0,1.0
F2352,1084.21883,1.738,2.257,2.69,25466,1026755,3053.753,5.42014,17.148,0.663,1.0,0.333
F2353,1085.22016,1.825,2.257,2.69,9788,417657,864.206,5.80103,5.583,0.627,0.98,0.364
F2354,1272.37031,1.17,2.257,2.603,2256,64217,1710.08,1.31925,13.77,0.871,1.0,0.667
F2355,57.0342,1.998,2.344,3.122,176098,8034454,1982.827,68.4258,52.725,0.789,1.0,0.667
F2356,67.01862,1.998,2.344,2.863,88804,2968490,2710.803,22.40827,47.346,0.778,0.998,0.75
F2357,87.00873,1.998,2.344,4.814,2621280,100471089,3480.845,730.1356,327.277,0.681,1.0,0.6
F2358,88.01185,1.998,2.344,3.915,96720,3373663,1125.556,81.61824,52.173,0.793,1.0,0.333
F2359,111.00903,1.998,2.344,4.105,4582537,160241914,10741.56,404.1454,439.331,0.774,1.0,0.6
F2360,112.01192,1.998,2.344,3.725,277350,9402285,1452.653,179.8565,100.88,0.748,1.0,0.6
F2361,147.02975,1.911,2.344,2.69,722335,23431330,24655.64,21.76648,120.868,0.789,1.0,1.0
F2362,148.03317,1.911,2.344,2.69,44305,1458463,7707.688,4.11003,28.386,0.864,1.0,0.667
F2363,154.99849,1.998,2.344,2.949,130820,4883844,3003.819,28.13323,26.796,0.794,0.987,0.75
F2364,191.18478,1.998,2.344,3.932,41462,1294371,1.0,41461.54,86.893,0.75,1.0,0.6
F2365,191.25692,1.998,2.344,3.502,17234,555989,1.0,16490.31,68.258,0.705,1.0,0.6
F2366,191.39731,1.998,2.344,3.605,8547,265374,1.0,8546.669,53.55,0.692,1.0,0.5
F2367,191.48705,1.998,2.344,3.708,6298,183840,1.0,6298.37,47.88,0.737,1.0,0.6
F2368,191.74658,1.998,2.344,3.725,8221,201631,1.0,8221.457,58.037,0.752,1.0,0.75
F2369,191.83712,1.998,2.344,3.519,5614,136751,1.0,5614.386,66.829,0.718,1.0,0.75
F2370,192.02323,1.998,2.344,3.828,1689625,56693412,11281.72,141.8793,283.225,0.806,1.0,0.75
F2371,193.02409,1.998,2.344,2.863,389420,11370425,54805.15,6.08732,104.948,0.751,1.0,0.75
F2372,200.05619,1.825,2.344,2.777,104317,4293757,5999.657,13.6458,35.454,0.87,1.0,0.75
F2373,217.01592,1.911,2.344,2.863,121226,3849733,5414.886,18.13152,40.78,0.848,1.0,0.6
F2374,283.96178,1.565,2.344,3.502,5171,114712,4113.76,1.25694,10.952,0.729,1.0,0.334
F2375,288.98677,1.998,2.344,3.399,279089,7864682,7046.077,38.30112,94.319,0.916,1.0,0.6
F2376,289.99013,1.998,2.344,2.949,20483,551453,3875.817,5.0605,25.817,0.827,0.999,0.5
F2377,290.08771,1.911,2.344,3.122,290077,10426972,11577.52,20.95759,98.673,0.841,0.999,0.6
F2378,338.03142,0.825,2.344,2.777,11324,470055,3291.406,3.44058,16.564,0.595,0.983,0.273
F2379,341.89791,1.998,2.344,3.519,16357,499328,1.0,16357.28,27.223,0.865,1.0,0.6
F2380,347.04217,1.998,2.344,3.296,67735,2299234,5574.534,10.82053,44.573,0.952,1.0,0.6
F2381,348.04551,1.998,2.344,2.69,12211,420932,3800.227,1.18066,12.877,0.676,0.997,0.445
F2382,385.05872,1.911,2.344,3.605,40619,2334747,4839.221,6.89368,29.347,0.82,0.999,0.682
F2383,388.05493,1.911,2.344,3.036,236039,6808096,23401.32,9.45257,82.707,0.784,0.999,0.5
F2384,389.05775,1.911,2.344,2.863,40049,1241682,2451.695,13.86662,30.092,0.696,0.985,0.5
F2385,390.03588,1.998,2.344,3.296,644295,14644650,26831.22,23.87675,201.251,0.897,0.992,1.0
F2386,391.03333,1.998,2.344,3.502,2813945,62865346,45661.03,61.52512,413.45,0.909,0.993,1.0
F2387,392.03583,1.998,2.344,3.036,366767,8333034,72697.98,4.98311,144.203,0.878,0.986,1.0
F2388,393.03699,1.911,2.344,3.296,118957,3310446,2451.375,47.9175,68.322,0.836,0.994,0.75
F2389,402.03519,1.911,2.344,2.949,40539,1255548,12029.91,2.90301,25.094,0.762,1.0,1.0
F2390,403.03201,1.911,2.344,2.863,112319,3061097,3396.735,30.39498,56.348,0.669,0.987,0.625
F2391,404.03524,1.911,2.344,2.777,22111,602877,8375.527,2.33923,27.971,0.785,1.0,0.334
F2392,405.02783,1.998,2.344,3.399,162997,4255363,6706.573,23.67865,96.81,0.817,0.979,0.75
F2393,406.03153,1.998,2.344,3.209,25874,681417,6011.08,4.30433,35.844,0.885,0.978,1.0
F2394,406.99222,1.998,2.344,3.296,162403,4012822,15934.33,10.10248,113.219,0.769,0.991,1.0
F2395,407.99453,1.998,2.344,3.932,34316,815956,5308.639,6.46421,55.234,0.846,0.985,0.75
F2396,417.02968,0.032,2.344,2.949,13981,667297,2257.822,6.19203,18.847,0.643,0.975,0.455
F2397,421.00095,1.911,2.344,3.399,123745,3933647,51339.45,2.39326,40.777,0.784,0.982,0.626
F2398,422.00446,1.911,2.344,3.399,19453,683869,6580.2,2.8968,21.945,0.961,0.986,0.75
F2399,424.90076,2.084,2.344,3.122,30526,865812,6125.28,4.94958,37.494,0.771,0.996,0.5
F2400,426.9626,1.998,2.344,3.312,11262,261250,1.0,11261.67,31.097,0.765,1.0,0.75
F2401,433.96223,1.911,2.344,3.209,5986,174879,1898.185,3.15332,13.278,0.61,0.974,0.3
F2402,435.95722,1.998,2.344,3.725,84563,2015266,3577.849,23.6351,73.401,0.793,0.985,0.75
F2403,436.96222,1.998,2.344,4.728,20777,495815,5343.121,3.88855,25.796,0.592,0.98,0.807
F2404,447.05789,1.998,2.344,2.949,7026,269192,2082.18,3.26175,15.997,0.928,0.976,0.4
F2405,502.98225,1.998,2.344,3.725,20952,521655,3145.02,6.66196,31.172,0.719,1.0,0.429
F2406,510.92576,1.911,2.344,3.312,4744,107384,1.0,4743.631,17.819,0.984,1.0,1.0
F2407,518.96033,1.998,2.344,3.312,54641,1327130,2663.093,20.51781,57.836,0.733,0.998,0.75
F2408,528.93158,1.17,2.344,3.502,1260,29430,1.0,1259.667,11.922,0.936,1.0,1.0
F2409,534.93225,1.998,2.344,4.105,8203,194346,3028.291,2.70875,23.27,0.868,0.977,0.857
F2410,540.94857,1.998,2.344,4.018,7748,204986,2342.487,3.3075,21.623,0.899,0.969,0.625
F2411,541.60445,1.738,2.344,2.777,3527,161513,1.0,3389.588,6.238,0.62,0.953,0.404
F2412,542.92461,1.998,2.344,3.415,4653,118693,1.0,4652.885,20.201,0.806,0.982,0.75
F2413,556.91511,1.998,2.344,3.415,7289,185847,2794.179,2.60849,20.784,0.894,0.994,0.75
F2414,573.04264,1.911,2.344,3.209,3728,114561,1605.993,2.3216,13.966,0.54,0.862,0.445
F2415,597.04106,1.998,2.344,3.622,13088,336667,3978.489,3.28959,28.808,0.784,1.0,0.75
F2416,613.01956,1.998,2.344,3.519,60638,1365481,10717.06,5.65806,55.17,0.74,0.99,0.75
F2417,621.00943,1.998,2.344,3.122,2275,54472,6620.742,0.3436,8.312,0.52,0.978,0.089
F2418,741.1136,1.911,2.344,2.863,15576,422477,2004.663,7.15202,13.776,0.79,0.987,0.556
F2419,757.08843,1.911,2.344,3.622,7527,233135,2966.646,2.53722,16.058,0.942,1.0,0.8
F2420,771.09092,1.998,2.344,3.122,4134,97114,1904.312,2.17095,16.698,0.924,1.0,0.75
F2421,859.03723,1.565,2.344,3.296,2555,64411,1013.303,2.52103,13.595,0.794,1.0,1.0
F2422,883.05674,2.084,2.344,3.296,1063,21770,1.0,1062.927,12.196,0.719,1.0,0.75
F2423,905.03069,1.17,2.344,3.708,1094,25862,1.0,1094.272,10.31,0.684,0.977,0.445
F2424,1181.18283,1.911,2.344,2.777,24161,912555,1335.646,10.97541,19.359,0.718,0.99,0.3
F2425,1182.18645,1.911,2.344,2.69,13059,469592,858.924,7.25101,11.683,0.74,0.964,0.3
F2426,1183.18915,1.911,2.344,3.828,6850,230853,1691.399,4.04977,16.29,0.883,0.997,0.5
F2427,1219.13664,1.911,2.344,3.519,4475,163187,1.0,4474.856,11.631,0.904,1.0,0.8
F2428,1301.12148,1.998,2.344,3.296,1353,32980,1.0,1353.057,12.128,0.909,1.0,1.0
F2429,1371.23238,1.998,2.344,2.949,11025,508022,931.987,4.08349,8.908,0.548,1.0,0.203
F2430,1451.30271,1.825,2.344,3.519,4073,134568,522.749,7.79132,16.317,0.897,1.0,0.75
F2431,78.91845,1.738,2.43,3.502,2331,58241,1.0,2331.199,11.255,0.885,1.0,0.75
F2432,94.02957,1.998,2.43,2.949,177213,6770915,16857.66,7.20026,55.881,0.549,0.966,0.273
F2433,128.03523,2.084,2.43,3.122,1087089,27824378,2126.061,490.7128,233.073,0.931,1.0,0.75
F2434,138.01949,1.998,2.43,2.949,213095,7529458,8639.202,18.29395,68.985,0.818,0.997,1.0
F2435,139.01467,1.911,2.43,3.502,102424,4692212,7850.474,10.01294,33.663,0.781,1.0,0.333
F2436,157.01412,1.825,2.43,2.863,73468,3335505,20297.78,2.70816,22.072,0.653,1.0,0.4
F2437,191.02049,1.998,2.43,4.018,15039786,599356601,33875.13,413.4785,697.731,0.695,1.0,1.0
F2438,191.94131,1.998,2.43,2.777,7455,212982,6454.021,0.93545,72.397,0.827,0.999,0.75
F2439,194.01256,1.998,2.43,2.863,25971,727455,14965.55,1.49439,47.711,0.861,1.0,0.75
F2440,206.94457,2.084,2.43,3.415,10183,274370,1.0,10183.45,26.431,0.809,1.0,0.75
